Name,Year,Global_Sales
Hanasaku Manimani,2014.0,0.01
Teslagrad,2015.0,0.01
End of Nations,2012.0,0.01
XI Coliseum,2006.0,0.01
Mini Desktop Racing,2007.0,0.01
Neo Angelique Special,2008.0,0.01
Damnation,2009.0,0.01
PGA European Tour,2000.0,0.01
Real Rode,2008.0,0.01
Planet Monsters,2001.0,0.01
Breach,2011.0,0.01
Mega Brain Boost,2008.0,0.01
Plushees,2008.0,0.01
